matricula;AnoMes_Formatted;leads;trabalhado;abordado;negociado;rec_orcamento;cotado;transm_bru;transm_liq;rec_canc_transm;premio_transm;premio_rec_canc;premio_emi;ticket_med_bru;ticket_med_lid;%Trabalhado;%Abordado;%Cotado;%Conversão_Bruta;%Conversão_Líquida;%Eficiência;AnoMes_Formatted:1;monitoria;sac;tempo_logado;Status_Meta;Operador_Sequencial
4400465;202101;2;2;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;202101;null;null;null;abaixo da meta;1
4400466;202102;4;4;4;4;2;2;2;0;2;2330;2330;0;2330;0;1;1;0,5;1;0;0;202102;83;0;22490;abaixo da meta;1
4400466;202102;4;4;4;4;2;2;2;0;2;2330;2330;0;2330;0;1;1;0,5;1;0;0;202102;88;0;28028;abaixo da meta;2
4400466;202104;6;6;6;4;0;4;0;0;0;0;0;0;0;0;1;1;0,666666667;0;0;0;202104;83;0;22490;abaixo da meta;1
4400466;202104;6;6;6;4;0;4;0;0;0;0;0;0;0;0;1;1;0,666666667;0;0;0;202104;88;0;28028;abaixo da meta;2
4400466;202105;2;2;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;202105;83;0;22490;abaixo da meta;1
4400466;202105;2;2;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;202105;88;0;28028;abaixo da meta;2
4400467;202102;2;2;2;2;0;2;0;0;0;0;0;0;0;0;1;1;1;0;0;0;202102;74;0;26040;abaixo da meta;1
4400467;202106;8;8;8;2;0;2;0;0;0;0;0;0;0;0;1;1;0,25;0;0;0;202106;74;0;26040;abaixo da meta;1
4400467;202106;14;14;14;4;2;2;2;2;0;1868;0;1868;1868;1868;1;1;0,142857143;1;1;0,142857143;202106;74;0;26040;abaixo da meta;2
4400469;202104;26;26;26;24;0;24;4;4;0;13144;0;13144;6572;6572;1;1;0,923076923;0,166666667;0,166666667;0,153846154;202104;null;null;null;abaixo da meta;1
4400469;202107;6;6;6;4;2;2;0;0;0;0;0;0;0;0;1;1;0,333333333;0;0;0;202107;null;null;null;abaixo da meta;1
4400470;202101;12;12;10;8;0;8;0;0;0;0;0;0;0;0;1;0,833333333;0,8;0;0;0;202101;54;0;29078;abaixo da meta;1
4400470;202109;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;202109;54;0;29078;abaixo da meta;1
4400471;202105;10;10;10;6;0;6;0;0;0;0;0;0;0;0;1;1;0,6;0;0;0;202105;null;null;null;abaixo da meta;1
4400472;202106;12;12;12;8;0;8;2;2;0;3726;0;3726;3726;3726;1;1;0,666666667;0,25;0,25;0,166666667;202106;63;0;28023;abaixo da meta;1
4400472;202109;26;26;26;20;0;20;12;10;2;22492;2948;19544;3748,666666;3908,8;1;1;0,769230769;0,6;0,5;0,384615385;202109;63;0;28023;abaixo da meta;1
4400474;202107;2;2;2;2;0;2;0;0;0;0;0;0;0;0;1;1;1;0;0;0;202107;100;0;28599;abaixo da meta;1
4400475;202106;22;22;22;18;2;16;6;6;0;12674;0;12674;4224,666666;4224,666666;1;1;0,727272727;0,375;0,375;0,272727273;202106;68;0;25126;abaixo da meta;1
4400476;202102;14;14;14;12;0;12;2;2;0;4338;0;4338;4338;4338;1;1;0,857142857;0,166666667;0,166666667;0,142857143;202102;null;null;null;abaixo da meta;1
4400476;202107;28;28;28;20;2;18;2;2;0;3200;0;3200;3200;3200;1;1;0,642857143;0,111111111;0,111111111;0,071428571;202107;null;null;null;abaixo da meta;1
4400479;202105;18;18;18;10;2;8;2;2;0;3338;0;3338;3338;3338;1;1;0,444444444;0,25;0,25;0,111111111;202105;null;null;null;abaixo da meta;1
4400480;202102;4;4;4;2;0;2;0;0;0;0;0;0;0;0;1;1;0,5;0;0;0;202102;null;null;null;abaixo da meta;1
4400480;202106;22;22;22;22;4;18;4;4;0;9188;0;9188;4594;4594;1;1;0,818181818;0,222222222;0,222222222;0,181818182;202106;null;null;null;abaixo da meta;1
4400480;202109;4;4;4;4;0;4;0;0;0;0;0;0;0;0;1;1;1;0;0;0;202109;null;null;null;abaixo da meta;1
4400481;202103;18;18;18;8;0;8;0;0;0;0;0;0;0;0;1;1;0,444444444;0;0;0;202103;52;0;28061;abaixo da meta;1
4400481;202106;6;6;6;4;0;4;0;0;0;0;0;0;0;0;1;1;0,666666667;0;0;0;202106;52;0;28061;abaixo da meta;1
4400482;202102;2;2;2;2;2;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;202102;62;0;22130;abaixo da meta;1
4400482;202105;8;8;8;2;0;2;0;0;0;0;0;0;0;0;1;1;0,25;0;0;0;202105;62;0;22130;abaixo da meta;1
4400483;202108;8;8;8;2;0;2;0;0;0;0;0;0;0;0;1;1;0,25;0;0;0;202108;63;0;21804;abaixo da meta;1
4400483;202108;14;12;12;6;0;6;2;2;0;2834;0;2834;2834;2834;0,857142857;1;0,5;0,333333333;0,333333333;0,142857143;202108;63;0;21804;abaixo da meta;2
4400484;202101;6;6;6;6;4;2;0;0;0;0;0;0;0;0;1;1;0,333333333;0;0;0;202101;85;0;24803;abaixo da meta;1
4400484;202106;10;10;10;10;2;8;0;0;0;0;0;0;0;0;1;1;0,8;0;0;0;202106;85;0;24803;abaixo da meta;1
4400484;202108;12;12;10;4;0;4;2;2;0;4732;0;4732;4732;4732;1;0,833333333;0,4;0,5;0,5;0,166666667;202108;85;0;24803;abaixo da meta;1
4400486;202105;20;20;20;14;2;12;2;0;2;3882;3882;0;3882;0;1;1;0,6;0,166666667;0;0;202105;null;null;null;abaixo da meta;1
4400487;202108;10;10;10;10;4;6;2;2;0;2796;0;2796;2796;2796;1;1;0,6;0,333333333;0,333333333;0,2;202108;null;null;null;abaixo da meta;1
4400488;202101;24;24;24;18;2;16;2;2;0;1544;0;1544;1544;1544;1;1;0,666666667;0,125;0,125;0,083333333;202101;null;null;null;abaixo da meta;1
4400488;202104;2;2;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;202104;null;null;null;abaixo da meta;1
4400488;202107;4;4;4;2;0;2;0;0;0;0;0;0;0;0;1;1;0,5;0;0;0;202107;null;null;null;abaixo da meta;1
4400489;202105;14;14;14;10;6;4;2;2;0;3720;0;3720;3720;3720;1;1;0,285714286;0,5;0,5;0,142857143;202105;63;0;29449;abaixo da meta;1
4400489;202107;12;12;12;6;2;4;2;2;0;3422;0;3422;3422;3422;1;1;0,333333333;0,5;0,5;0,166666667;202107;63;0;29449;abaixo da meta;1
4400490;202102;12;12;12;6;2;4;4;4;0;6454;0;6454;3227;3227;1;1;0,333333333;1;1;0,333333333;202102;88;0;28055;abaixo da meta;1
4400490;202108;28;28;28;28;4;24;6;6;0;11390;0;11390;3796,666666;3796,666666;1;1;0,857142857;0,25;0,25;0,214285714;202108;88;0;28055;abaixo da meta;1
4400490;202109;16;16;16;14;2;12;6;6;0;8718;0;8718;2906;2906;1;1;0,75;0,5;0,5;0,375;202109;88;0;28055;abaixo da meta;1
4400491;202105;14;14;14;8;2;6;4;4;0;8642;0;8642;4321;4321;1;1;0,428571429;0,666666667;0,666666667;0,285714286;202105;null;null;null;abaixo da meta;1
4400492;202105;20;20;18;16;2;14;14;14;0;36016;0;36016;5145,142858;5145,142858;1;0,9;0,777777778;1;1;0,7;202105;88;0;23974;abaixo da meta;1
4400493;202101;8;8;8;4;2;2;0;0;0;0;0;0;0;0;1;1;0,25;0;0;0;202101;null;null;null;abaixo da meta;1
4400494;202101;4;4;4;2;0;2;0;0;0;0;0;0;0;0;1;1;0,5;0;0;0;202101;57;0;26833;abaixo da meta;1
4400494;202101;4;4;4;2;0;2;0;0;0;0;0;0;0;0;1;1;0,5;0;0;0;202101;90;0;25189;abaixo da meta;2
4400494;202105;18;18;18;14;0;14;4;4;0;17326;0;17326;8663;8663;1;1;0,777777778;0,285714286;0,285714286;0,222222222;202105;57;0;26833;abaixo da meta;1
4400494;202105;18;18;18;14;0;14;4;4;0;17326;0;17326;8663;8663;1;1;0,777777778;0,285714286;0,285714286;0,222222222;202105;90;0;25189;abaixo da meta;2
4400494;202109;12;12;12;10;2;8;8;8;0;18872;0;18872;4718;4718;1;1;0,666666667;1;1;0,666666667;202109;57;0;26833;abaixo da meta;1
4400494;202109;12;12;12;10;2;8;8;8;0;18872;0;18872;4718;4718;1;1;0,666666667;1;1;0,666666667;202109;90;0;25189;abaixo da meta;2
4400495;202106;20;20;20;12;2;10;6;4;2;13856;8296;5560;4618,666666;2780;1;1;0,5;0,6;0,4;0,2;202106;null;null;null;abaixo da meta;1
4400496;202103;14;14;14;14;6;8;4;4;0;12288;0;12288;6144;6144;1;1;0,571428571;0,5;0,5;0,285714286;202103;52;0;25034;abaixo da meta;1
4400496;202106;4;4;4;4;0;4;2;2;0;7898;0;7898;7898;7898;1;1;1;0,5;0,5;0,5;202106;52;0;25034;abaixo da meta;1
4400497;202102;28;28;28;22;4;18;0;0;0;0;0;0;0;0;1;1;0,642857143;0;0;0;202102;null;null;null;abaixo da meta;1
4400497;202103;4;4;4;4;0;4;2;2;0;1772;0;1772;1772;1772;1;1;1;0,5;0,5;0,5;202103;null;null;null;abaixo da meta;1
4400498;202102;2;2;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;202102;53;0;24482;abaixo da meta;1
4400498;202102;2;2;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;202102;86;0;28558;abaixo da meta;2
4400498;202102;30;30;30;22;6;16;2;2;0;2666;0;2666;2666;2666;1;1;0,533333333;0,125;0,125;0,066666667;202102;53;0;24482;abaixo da meta;3
4400498;202102;30;30;30;22;6;16;2;2;0;2666;0;2666;2666;2666;1;1;0,533333333;0,125;0,125;0,066666667;202102;86;0;28558;abaixo da meta;4
4400498;202105;18;18;18;16;6;10;2;2;0;5972;0;5972;5972;5972;1;1;0,555555556;0,2;0,2;0,111111111;202105;53;0;24482;abaixo da meta;1
4400498;202105;18;18;18;16;6;10;2;2;0;5972;0;5972;5972;5972;1;1;0,555555556;0,2;0,2;0,111111111;202105;86;0;28558;abaixo da meta;2
4400498;202107;22;22;20;8;0;8;2;2;0;2704;0;2704;2704;2704;1;0,909090909;0,4;0,25;0,25;0,090909091;202107;53;0;24482;abaixo da meta;1
4400498;202107;22;22;20;8;0;8;2;2;0;2704;0;2704;2704;2704;1;0,909090909;0,4;0,25;0,25;0,090909091;202107;86;0;28558;abaixo da meta;2
4400499;202102;6;6;6;2;0;2;0;0;0;0;0;0;0;0;1;1;0,333333333;0;0;0;202102;68;0;24246;abaixo da meta;1
4400499;202109;16;16;16;6;0;6;2;2;0;2142;0;2142;2142;2142;1;1;0,375;0,333333333;0,333333333;0,125;202109;68;0;24246;abaixo da meta;1
4400500;202101;2;2;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;202101;55;0;29020;abaixo da meta;1
4400500;202101;2;2;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;202101;78;0;22350;abaixo da meta;2
4400500;202101;2;2;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;202101;81;0;21429;abaixo da meta;3
4400500;202103;12;12;12;8;2;6;4;4;0;7382;0;7382;3691;3691;1;1;0,5;0,666666667;0,666666667;0,333333333;202103;55;0;29020;abaixo da meta;1
4400500;202103;12;12;12;8;2;6;4;4;0;7382;0;7382;3691;3691;1;1;0,5;0,666666667;0,666666667;0,333333333;202103;78;0;22350;abaixo da meta;2
4400500;202103;12;12;12;8;2;6;4;4;0;7382;0;7382;3691;3691;1;1;0,5;0,666666667;0,666666667;0,333333333;202103;81;0;21429;abaixo da meta;3
4400500;202103;18;18;18;10;0;10;2;2;0;1304;0;1304;1304;1304;1;1;0,555555556;0,2;0,2;0,111111111;202103;55;0;29020;abaixo da meta;4
4400500;202103;18;18;18;10;0;10;2;2;0;1304;0;1304;1304;1304;1;1;0,555555556;0,2;0,2;0,111111111;202103;78;0;22350;abaixo da meta;5
4400500;202103;18;18;18;10;0;10;2;2;0;1304;0;1304;1304;1304;1;1;0,555555556;0,2;0,2;0,111111111;202103;81;0;21429;abaixo da meta;6
4400500;202105;4;4;4;4;0;4;0;0;0;0;0;0;0;0;1;1;1;0;0;0;202105;55;0;29020;abaixo da meta;1
4400500;202105;4;4;4;4;0;4;0;0;0;0;0;0;0;0;1;1;1;0;0;0;202105;78;0;22350;abaixo da meta;2
4400500;202105;4;4;4;4;0;4;0;0;0;0;0;0;0;0;1;1;1;0;0;0;202105;81;0;21429;abaixo da meta;3
4400500;202109;14;14;14;14;4;10;4;4;0;10632;0;10632;5316;5316;1;1;0,714285714;0,4;0,4;0,285714286;202109;55;0;29020;abaixo da meta;1
4400500;202109;14;14;14;14;4;10;4;4;0;10632;0;10632;5316;5316;1;1;0,714285714;0,4;0,4;0,285714286;202109;78;0;22350;abaixo da meta;2
4400500;202109;14;14;14;14;4;10;4;4;0;10632;0;10632;5316;5316;1;1;0,714285714;0,4;0,4;0,285714286;202109;81;0;21429;abaixo da meta;3
4400501;202103;10;10;10;8;4;4;0;0;0;0;0;0;0;0;1;1;0,4;0;0;0;202103;77;0;27411;abaixo da meta;1
4400504;202107;22;22;22;20;4;16;2;2;0;2458;0;2458;2458;2458;1;1;0,727272727;0,125;0,125;0,090909091;202107;null;null;null;abaixo da meta;1
4400504;202109;16;16;16;14;0;14;4;4;0;6842;0;6842;3421;3421;1;1;0,875;0,285714286;0,285714286;0,25;202109;null;null;null;abaixo da meta;1
4400505;202104;18;18;18;6;0;6;4;4;0;8336;0;8336;4168;4168;1;1;0,333333333;0,666666667;0,666666667;0,222222222;202104;null;null;null;abaixo da meta;1
4400506;202108;18;18;16;8;4;4;0;0;0;0;0;0;0;0;1;0,888888889;0,25;0;0;0;202108;null;null;null;abaixo da meta;1
4400507;202105;28;28;22;14;8;6;0;0;0;0;0;0;0;0;1;0,785714286;0,272727273;0;0;0;202105;null;null;null;abaixo da meta;1
4400509;202101;18;18;18;16;0;16;4;4;0;7538;0;7538;3769;3769;1;1;0,888888889;0,25;0,25;0,222222222;202101;53;0;22783;abaixo da meta;1
4400509;202101;18;18;18;16;0;16;4;4;0;7538;0;7538;3769;3769;1;1;0,888888889;0,25;0,25;0,222222222;202101;66;0;28289;abaixo da meta;2
4400509;202103;6;6;6;2;0;2;0;0;0;0;0;0;0;0;1;1;0,333333333;0;0;0;202103;53;0;22783;abaixo da meta;1
4400509;202103;6;6;6;2;0;2;0;0;0;0;0;0;0;0;1;1;0,333333333;0;0;0;202103;66;0;28289;abaixo da meta;2
4400509;202105;2;2;2;2;0;2;0;0;0;0;0;0;0;0;1;1;1;0;0;0;202105;53;0;22783;abaixo da meta;1
4400509;202105;2;2;2;2;0;2;0;0;0;0;0;0;0;0;1;1;1;0;0;0;202105;66;0;28289;abaixo da meta;2
4400510;202104;10;10;10;2;0;2;2;2;0;2560;0;2560;2560;2560;1;1;0,2;1;1;0,2;202104;57;0;24797;abaixo da meta;1
4400510;202107;16;16;16;12;4;8;0;0;0;0;0;0;0;0;1;1;0,5;0;0;0;202107;57;0;24797;abaixo da meta;1
4400510;202108;6;6;6;2;0;2;0;0;0;0;0;0;0;0;1;1;0,333333333;0;0;0;202108;57;0;24797;abaixo da meta;1
4400510;202109;12;12;12;10;0;10;2;2;0;3484;0;3484;3484;3484;1;1;0,833333333;0,2;0,2;0,166666667;202109;57;0;24797;abaixo da meta;1
4400511;202101;6;6;4;2;0;2;0;0;0;0;0;0;0;0;1;0,666666667;0,5;0;0;0;202101;61;0;28133;abaixo da meta;1
4400511;202102;16;16;16;10;2;8;2;2;0;5052;0;5052;5052;5052;1;1;0,5;0,25;0,25;0,125;202102;61;0;28133;abaixo da meta;1
4400511;202103;6;6;6;4;0;4;2;2;0;4914;0;4914;4914;4914;1;1;0,666666667;0,5;0,5;0,333333333;202103;61;0;28133;abaixo da meta;1
4400511;202107;36;36;34;24;12;12;0;0;0;0;0;0;0;0;1;0,944444444;0,352941176;0;0;0;202107;61;0;28133;abaixo da meta;1
4400512;202101;8;8;8;6;0;6;0;0;0;0;0;0;0;0;1;1;0,75;0;0;0;202101;67;0;23721;abaixo da meta;1
4400512;202101;8;8;8;6;0;6;0;0;0;0;0;0;0;0;1;1;0,75;0;0;0;202101;98;0;23060;abaixo da meta;2
4400512;202102;24;24;24;24;2;22;2;2;0;10852;0;10852;10852;10852;1;1;0,916666667;0,090909091;0,090909091;0,083333333;202102;67;0;23721;abaixo da meta;1
4400512;202102;24;24;24;24;2;22;2;2;0;10852;0;10852;10852;10852;1;1;0,916666667;0,090909091;0,090909091;0,083333333;202102;98;0;23060;abaixo da meta;2
4400512;202107;8;8;6;2;0;2;2;2;0;2848;0;2848;2848;2848;1;0,75;0,333333333;1;1;0,25;202107;67;0;23721;abaixo da meta;1
4400512;202107;8;8;6;2;0;2;2;2;0;2848;0;2848;2848;2848;1;0,75;0,333333333;1;1;0,25;202107;98;0;23060;abaixo da meta;2
4400513;202102;8;8;8;2;2;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;202102;75;0;22785;abaixo da meta;1
4400513;202104;2;2;2;2;0;2;0;0;0;0;0;0;0;0;1;1;1;0;0;0;202104;75;0;22785;abaixo da meta;1
4400514;202107;16;16;16;16;0;16;4;4;0;7928;0;7928;3964;3964;1;1;1;0,25;0,25;0,25;202107;null;null;null;abaixo da meta;1
4400516;202103;2;2;2;2;0;2;2;2;0;2846;0;2846;2846;2846;1;1;1;1;1;1;202103;94;0;24150;abaixo da meta;1
4400516;202107;14;14;14;8;4;4;0;0;0;0;0;0;0;0;1;1;0,285714286;0;0;0;202107;94;0;24150;abaixo da meta;1
4400517;202102;2;2;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;202102;80;0;23235;abaixo da meta;1
4400517;202103;16;16;16;2;0;2;0;0;0;0;0;0;0;0;1;1;0,125;0;0;0;202103;80;0;23235;abaixo da meta;1
4400518;202101;18;18;18;16;0;16;4;0;4;8546;8546;0;4273;0;1;1;0,888888889;0,25;0;0;202101;null;null;null;abaixo da meta;1
4400518;202106;2;2;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;202106;null;null;null;abaixo da meta;1
4400519;202102;6;6;6;2;0;2;0;0;0;0;0;0;0;0;1;1;0,333333333;0;0;0;202102;null;null;null;abaixo da meta;1
4400519;202106;12;12;12;8;0;8;0;0;0;0;0;0;0;0;1;1;0,666666667;0;0;0;202106;null;null;null;abaixo da meta;1
4400519;202106;2;2;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;202106;null;null;null;abaixo da meta;2
4400520;202103;12;12;12;6;2;4;0;0;0;0;0;0;0;0;1;1;0,333333333;0;0;0;202103;62;0;26423;abaixo da meta;1
4400520;202103;8;8;8;6;2;4;2;2;0;5244;0;5244;5244;5244;1;1;0,5;0,5;0,5;0,25;202103;62;0;26423;abaixo da meta;2
4400520;202107;4;4;4;4;2;2;0;0;0;0;0;0;0;0;1;1;0,5;0;0;0;202107;62;0;26423;abaixo da meta;1
4400520;202108;12;12;12;4;2;2;0;0;0;0;0;0;0;0;1;1;0,166666667;0;0;0;202108;62;0;26423;abaixo da meta;1
4400520;202109;14;14;14;10;4;6;2;2;0;5890;0;5890;5890;5890;1;1;0,428571429;0,333333333;0,333333333;0,142857143;202109;62;0;26423;abaixo da meta;1
4400522;202103;32;32;28;22;4;18;0;0;0;0;0;0;0;0;1;0,875;0,642857143;0;0;0;202103;null;null;null;abaixo da meta;1
4400522;202107;12;12;12;6;0;6;4;2;2;6406;4010;2396;3203;2396;1;1;0,5;0,666666667;0,333333333;0,166666667;202107;null;null;null;abaixo da meta;1
4400523;202102;18;18;18;18;6;12;6;6;0;19008;0;19008;6336;6336;1;1;0,666666667;0,5;0,5;0,333333333;202102;52;0;26847;abaixo da meta;1
4400523;202102;18;18;18;18;6;12;6;6;0;19008;0;19008;6336;6336;1;1;0,666666667;0,5;0,5;0,333333333;202102;62;0;23187;abaixo da meta;2
4400523;202105;24;24;24;18;0;18;6;6;0;10894;0;10894;3631,333334;3631,333334;1;1;0,75;0,333333333;0,333333333;0,25;202105;52;0;26847;abaixo da meta;1
4400523;202105;24;24;24;18;0;18;6;6;0;10894;0;10894;3631,333334;3631,333334;1;1;0,75;0,333333333;0,333333333;0,25;202105;62;0;23187;abaixo da meta;2
4400523;202106;18;18;18;12;4;8;2;2;0;1608;0;1608;1608;1608;1;1;0,444444444;0,25;0,25;0,111111111;202106;52;0;26847;abaixo da meta;1
4400523;202106;18;18;18;12;4;8;2;2;0;1608;0;1608;1608;1608;1;1;0,444444444;0,25;0,25;0,111111111;202106;62;0;23187;abaixo da meta;2
4400524;202106;6;6;6;2;2;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;202106;86;0;22338;abaixo da meta;1
4400524;202107;40;40;40;28;4;24;2;2;0;2766;0;2766;2766;2766;1;1;0,6;0,083333333;0,083333333;0,05;202107;86;0;22338;abaixo da meta;1
4400527;202104;24;24;20;4;0;4;2;2;0;3218;0;3218;3218;3218;1;0,833333333;0,2;0,5;0,5;0,083333333;202104;54;0;22516;abaixo da meta;1
4400527;202104;24;24;20;4;0;4;2;2;0;3218;0;3218;3218;3218;1;0,833333333;0,2;0,5;0,5;0,083333333;202104;80;0;26477;abaixo da meta;2
4400527;202106;2;2;2;2;2;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;202106;54;0;22516;abaixo da meta;1
4400527;202106;2;2;2;2;2;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;202106;80;0;26477;abaixo da meta;2
4400527;202106;22;22;22;20;2;18;8;4;4;14942;7800;7142;3735,5;3571;1;1;0,818181818;0,444444444;0,222222222;0,181818182;202106;54;0;22516;abaixo da meta;3
4400527;202106;22;22;22;20;2;18;8;4;4;14942;7800;7142;3735,5;3571;1;1;0,818181818;0,444444444;0,222222222;0,181818182;202106;80;0;26477;abaixo da meta;4
4400527;202107;18;18;18;12;0;12;4;4;0;8730;0;8730;4365;4365;1;1;0,666666667;0,333333333;0,333333333;0,222222222;202107;54;0;22516;abaixo da meta;1
4400527;202107;18;18;18;12;0;12;4;4;0;8730;0;8730;4365;4365;1;1;0,666666667;0,333333333;0,333333333;0,222222222;202107;80;0;26477;abaixo da meta;2
4400528;202102;2;2;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;202102;null;null;null;abaixo da meta;1
4400528;202107;10;10;10;8;4;4;2;2;0;2072;0;2072;2072;2072;1;1;0,4;0,5;0,5;0,2;202107;null;null;null;abaixo da meta;1
4400530;202107;8;8;8;8;4;4;2;2;0;3290;0;3290;3290;3290;1;1;0,5;0,5;0,5;0,25;202107;null;null;null;abaixo da meta;1
4400531;202104;16;16;16;10;0;10;0;0;0;0;0;0;0;0;1;1;0,625;0;0;0;202104;null;null;null;abaixo da meta;1
4400531;202106;16;16;16;10;2;8;2;2;0;4014;0;4014;4014;4014;1;1;0,5;0,25;0,25;0,125;202106;null;null;null;abaixo da meta;1
4400531;202107;34;34;34;12;0;12;0;0;0;0;0;0;0;0;1;1;0,352941176;0;0;0;202107;null;null;null;abaixo da meta;1
4400532;202102;8;8;8;6;2;4;2;0;2;10218;10218;0;10218;0;1;1;0,5;0,5;0;0;202102;50;0;28858;abaixo da meta;1
4400532;202107;12;12;12;10;2;8;2;2;0;5964;0;5964;5964;5964;1;1;0,666666667;0,25;0,25;0,166666667;202107;50;0;28858;abaixo da meta;1
4400532;202109;20;20;20;14;4;10;6;6;0;10040;0;10040;3346,666666;3346,666666;1;1;0,5;0,6;0,6;0,3;202109;50;0;28858;abaixo da meta;1
4400533;202108;16;16;16;12;0;12;2;2;0;1680;0;1680;1680;1680;1;1;0,75;0,166666667;0,166666667;0,125;202108;null;null;null;abaixo da meta;1
4400534;202104;4;4;4;2;0;2;0;0;0;0;0;0;0;0;1;1;0,5;0;0;0;202104;null;null;null;abaixo da meta;1
4400534;202106;20;20;20;10;2;8;2;2;0;2250;0;2250;2250;2250;1;1;0,4;0,25;0,25;0,1;202106;null;null;null;abaixo da meta;1
4400536;202103;8;8;8;4;2;2;0;0;0;0;0;0;0;0;1;1;0,25;0;0;0;202103;70;0;25638;abaixo da meta;1
4400536;202103;8;8;8;4;2;2;0;0;0;0;0;0;0;0;1;1;0,25;0;0;0;202103;96;0;29103;abaixo da meta;2
4400536;202103;14;14;10;6;0;6;0;0;0;0;0;0;0;0;1;0,714285714;0,6;0;0;0;202103;70;0;25638;abaixo da meta;3
4400536;202103;14;14;10;6;0;6;0;0;0;0;0;0;0;0;1;0,714285714;0,6;0;0;0;202103;96;0;29103;abaixo da meta;4
4400536;202107;20;20;18;12;0;12;0;0;0;0;0;0;0;0;1;0,9;0,666666667;0;0;0;202107;70;0;25638;abaixo da meta;1
4400536;202107;20;20;18;12;0;12;0;0;0;0;0;0;0;0;1;0,9;0,666666667;0;0;0;202107;96;0;29103;abaixo da meta;2
4400536;202108;16;16;16;10;0;10;4;4;0;18730;0;18730;9365;9365;1;1;0,625;0,4;0,4;0,25;202108;70;0;25638;abaixo da meta;1
4400536;202108;16;16;16;10;0;10;4;4;0;18730;0;18730;9365;9365;1;1;0,625;0,4;0,4;0,25;202108;96;0;29103;abaixo da meta;2
4400537;202102;36;36;36;30;2;28;8;8;0;11404;0;11404;2851;2851;1;1;0,777777778;0,285714286;0,285714286;0,222222222;202102;88;0;25601;abaixo da meta;1
4400537;202104;6;6;4;4;0;4;0;0;0;0;0;0;0;0;1;0,666666667;1;0;0;0;202104;88;0;25601;abaixo da meta;1
4400538;202105;2;2;2;2;2;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;202105;null;null;null;abaixo da meta;1
4400538;202106;22;22;22;16;4;12;4;4;0;6362;0;6362;3181;3181;1;1;0,545454545;0,333333333;0,333333333;0,181818182;202106;null;null;null;abaixo da meta;1
4400539;202102;48;48;48;34;2;32;4;2;2;4014;1308;2706;2007;2706;1;1;0,666666667;0,125;0,0625;0,041666667;202102;81;0;25761;abaixo da meta;1
4400539;202102;48;48;48;34;2;32;4;2;2;4014;1308;2706;2007;2706;1;1;0,666666667;0,125;0,0625;0,041666667;202102;89;0;23866;abaixo da meta;2
4400539;202106;12;12;12;10;2;8;0;0;0;0;0;0;0;0;1;1;0,666666667;0;0;0;202106;81;0;25761;abaixo da meta;1
4400539;202106;12;12;12;10;2;8;0;0;0;0;0;0;0;0;1;1;0,666666667;0;0;0;202106;89;0;23866;abaixo da meta;2
4400541;202101;6;6;6;6;0;6;0;0;0;0;0;0;0;0;1;1;1;0;0;0;202101;55;0;25011;abaixo da meta;1
4400542;202102;6;6;6;4;2;2;0;0;0;0;0;0;0;0;1;1;0,333333333;0;0;0;202102;null;null;null;abaixo da meta;1
4400542;202108;8;8;8;4;0;4;0;0;0;0;0;0;0;0;1;1;0,5;0;0;0;202108;null;null;null;abaixo da meta;1
4400543;202103;2;2;2;2;0;2;0;0;0;0;0;0;0;0;1;1;1;0;0;0;202103;66;0;23364;abaixo da meta;1
4400544;202105;12;10;2;2;0;2;0;0;0;0;0;0;0;0;0,833333333;0,2;1;0;0;0;202105;null;null;null;abaixo da meta;1
4400544;202108;32;32;32;20;2;18;6;6;0;14912;0;14912;4970,666666;4970,666666;1;1;0,5625;0,333333333;0,333333333;0,1875;202108;null;null;null;abaixo da meta;1
4400545;202108;2;2;2;2;0;2;0;0;0;0;0;0;0;0;1;1;1;0;0;0;202108;60;0;23732;abaixo da meta;1
4400546;202107;8;8;8;6;0;6;0;0;0;0;0;0;0;0;1;1;0,75;0;0;0;202107;null;null;null;abaixo da meta;1
